temperature,humidity,light_intensity,noise_level,pir_motion,person_count,door_state,window_state,co2_level,gas_leak,smoke_detected,rain_detected,voice_command,room_type,time_of_day,device,state
35.64,42.97,48.1,68.55,0,2,closed,open,1745.62,0,0,0,is the aquarium_pump on,garage,night,aquarium_pump,ON
17.18,34.91,74.19,24.49,1,2,closed,closed,1836.26,0,0,0,deactivate the phone_charger,bedroom,morning,phone_charger,OFF
21.95,80.6,83.12,32.4,1,3,open,closed,1108.04,0,1,1,open the ac,bathroom,afternoon,ac,ON
39.81,51.63,6.87,79.11,0,1,closed,open,1211.35,1,1,1,start the air_purifier,garage,evening,air_purifier,ON
21.39,27.12,6.31,22.52,1,0,closed,closed,666.58,0,1,0,switch on the air_purifier,office,afternoon,air_purifier,ON
26.16,40.58,52.06,50.15,0,1,open,open,952.77,1,1,1,what s up with the phone_charger,kitchen,afternoon,phone_charger,ON
24.5,72.25,57.44,72.18,0,0,closed,open,1567.73,1,1,0,activate the light,office,morning,light,ON
30.65,22.19,56.03,45.64,1,2,closed,closed,402.3,0,1,0,deactivate the geyser,bedroom,afternoon,geyser,OFF
34.01,59.04,72.46,55.0,0,0,closed,closed,636.88,1,1,1,switch on the window,garage,afternoon,window,ON
22.79,66.43,85.89,14.22,0,2,closed,closed,1160.2,1,1,0,stop the humidifier,garage,night,humidifier,OFF
34.41,62.47,48.43,78.91,0,0,open,open,626.89,1,0,0,what s up with the geyser,balcony,morning,geyser,ON
28.59,42.7,6.49,77.13,0,2,closed,open,776.5,0,1,1,switch off the heater,bedroom,afternoon,heater,OFF
29.01,64.13,64.96,73.92,1,3,closed,closed,1108.57,0,1,0,what s up with the geyser,kitchen,evening,geyser,ON
21.26,58.3,95.28,33.1,0,1,closed,closed,1093.2,1,1,1,close the heater,garage,night,heater,OFF
36.28,64.06,87.42,16.58,1,3,closed,closed,604.82,0,1,0,is the heater off,kitchen,night,heater,OFF
29.01,87.09,65.01,43.0,0,3,open,open,1783.01,0,1,1,status of the window,living_room,night,window,ON
35.48,56.56,30.37,54.41,1,3,open,open,762.21,0,1,0,turn on the coffee_maker,balcony,night,coffee_maker,OFF
18.34,48.13,83.84,40.68,0,0,open,open,1306.18,0,0,0,how s the geyser,office,night,geyser,ON
34.96,73.43,24.74,23.42,0,1,open,closed,1717.14,1,1,1,switch on the light,bedroom,afternoon,light,ON
22.09,75.27,44.32,54.34,0,0,open,closed,659.9,1,0,0,status of the dehumidifier,office,afternoon,dehumidifier,ON
30.19,33.56,90.24,75.84,0,3,closed,closed,1577.54,0,1,1,status of the light,kitchen,afternoon,light,ON
25.68,50.4,38.55,29.67,0,0,open,open,1665.1,0,1,0,open the heater,bathroom,morning,heater,ON
23.48,78.37,37.71,39.86,1,0,closed,closed,1936.73,1,0,0,switch on the phone_charger,bathroom,night,phone_charger,ON
36.0,38.91,82.4,35.55,0,3,closed,closed,783.55,1,1,0,activate the refrigerator,bedroom,morning,refrigerator,ON
39.72,60.43,82.09,76.13,0,3,closed,closed,1201.72,1,0,0,switch off the window,balcony,morning,window,OFF
18.55,65.35,23.67,12.6,1,1,open,closed,1656.71,0,1,0,deactivate the window,balcony,afternoon,window,OFF
17.22,34.34,21.6,53.11,1,1,open,closed,508.19,0,1,0,is the water_motor off,bathroom,evening,water_motor,OFF
33.97,89.7,30.78,39.74,0,3,open,closed,930.45,1,0,1,status of the door,balcony,night,door,ON
27.61,43.28,47.61,58.81,0,0,closed,open,760.58,0,1,0,is the cctv_camera off,bathroom,afternoon,cctv_camera,OFF
25.89,75.87,65.1,30.51,1,3,closed,closed,1990.03,0,1,1,activate the desk_lamp,living_room,afternoon,desk_lamp,ON
19.56,56.76,71.06,69.69,1,1,closed,closed,672.65,0,1,1,is the aquarium_pump on,garage,morning,aquarium_pump,ON
20.67,24.32,60.33,21.27,0,3,open,open,1096.97,0,0,0,activate the refrigerator,balcony,evening,refrigerator,ON
21.14,54.59,5.87,42.28,0,2,open,open,756.85,0,1,1,switch off the ac,bedroom,night,ac,OFF
31.0,89.55,53.04,61.15,0,0,closed,open,835.05,1,0,1,check the humidifier,garage,afternoon,humidifier,ON
18.33,66.04,42.19,50.17,0,2,closed,open,692.25,0,1,0,open the desk_lamp,office,evening,desk_lamp,ON
23.77,87.3,60.49,41.37,1,0,open,closed,1846.56,0,0,0,is the door on,living_room,morning,door,ON
26.92,39.64,15.12,76.45,0,1,closed,closed,1622.53,0,0,1,what s up with the humidifier,bedroom,afternoon,humidifier,ON
31.05,39.42,20.78,13.22,0,0,closed,closed,1729.48,0,0,0,what s up with the aquarium_pump,living_room,evening,aquarium_pump,ON
27.41,68.84,5.02,31.29,1,0,closed,closed,530.86,0,0,1,start the aquarium_pump,kitchen,evening,aquarium_pump,ON
27.59,75.0,27.36,15.61,1,1,open,closed,520.85,1,0,0,deactivate the window,living_room,night,window,OFF
21.98,88.74,51.07,52.11,1,0,open,closed,1569.64,0,1,1,start the light,bathroom,afternoon,light,ON
26.87,37.53,38.39,17.7,1,2,closed,closed,1325.99,0,1,1,how s the water_motor,bedroom,morning,water_motor,ON
20.68,31.92,42.34,55.12,0,1,closed,closed,1973.13,1,0,0,how s the coffee_maker,garage,afternoon,coffee_maker,OFF
35.45,88.29,66.25,15.02,0,0,closed,closed,1283.46,0,1,0,activate the coffee_maker,balcony,afternoon,coffee_maker,OFF
18.54,58.05,8.45,47.63,1,2,open,closed,1917.11,0,1,1,is the tv on,office,night,tv,ON
19.27,51.14,27.43,79.02,0,1,open,closed,1847.67,0,0,1,is the fan on,balcony,evening,fan,ON
36.94,54.33,88.02,44.74,1,1,open,open,1196.59,1,1,0,status of the curtain,bedroom,morning,curtain,ON
29.35,50.75,63.6,63.45,1,2,open,closed,689.99,0,1,1,check the music_system,garage,night,music_system,ON
23.79,55.89,72.0,71.21,1,1,open,closed,1902.78,1,0,1,stop the heater,office,night,heater,OFF
37.18,35.5,34.67,32.49,0,1,open,open,1611.12,0,0,0,switch on the ac,bathroom,night,ac,ON
33.15,89.89,38.94,18.45,1,3,open,closed,559.76,1,0,0,is the window off,bedroom,night,window,OFF
21.93,64.21,35.37,75.82,0,2,closed,closed,1988.4,0,1,1,switch off the refrigerator,kitchen,afternoon,refrigerator,OFF
16.58,85.14,57.25,55.83,0,2,closed,closed,1848.32,0,1,0,turn on the fan,living_room,morning,fan,ON
20.16,46.15,7.18,29.37,1,1,open,closed,743.34,1,1,1,start the music_system,living_room,morning,music_system,ON
15.69,28.86,78.04,79.72,0,3,open,open,653.46,1,0,0,is the music_system on,bedroom,afternoon,music_system,ON
16.43,87.05,86.64,17.53,0,0,closed,closed,1274.9,1,0,0,check the desk_lamp,balcony,afternoon,desk_lamp,ON
34.04,84.3,29.29,35.32,0,0,closed,closed,1098.01,0,0,0,what s up with the cctv_camera,balcony,evening,cctv_camera,ON
35.52,72.16,52.28,31.28,1,0,open,open,1183.89,0,0,1,deactivate the tv,balcony,evening,tv,OFF
15.65,33.88,14.98,33.91,1,0,closed,open,419.56,0,1,1,stop the fan,kitchen,night,fan,OFF
35.2,77.29,55.19,61.92,0,0,closed,open,1268.87,0,0,1,close the tv,bedroom,morning,tv,OFF
21.34,75.66,64.54,52.12,1,2,closed,open,1225.51,1,1,0,is the curtain off,balcony,evening,curtain,OFF
38.31,74.42,84.91,23.0,0,1,closed,open,1150.23,1,0,0,status of the water_motor,bathroom,evening,water_motor,ON
27.93,21.04,33.04,34.84,0,2,open,closed,741.77,0,1,0,how s the music_system,kitchen,afternoon,music_system,ON
34.33,59.53,15.33,49.28,1,0,open,closed,523.28,0,1,0,how s the tv,kitchen,evening,tv,ON
26.4,40.22,48.99,17.98,0,2,open,closed,420.19,0,0,1,is the ac on,kitchen,afternoon,ac,ON
16.75,87.77,5.57,26.19,1,0,closed,closed,498.33,1,0,1,is the fan on,balcony,afternoon,fan,ON
26.07,89.08,61.86,74.86,1,2,open,closed,1282.65,0,1,1,what s up with the window,balcony,evening,window,ON
15.16,88.97,95.71,66.15,0,2,open,closed,968.93,0,1,1,close the window,garage,afternoon,window,OFF
19.63,79.22,47.86,67.55,1,3,closed,open,1785.49,0,0,0,activate the geyser,kitchen,evening,geyser,ON
27.7,49.92,13.74,45.03,1,1,closed,open,1610.14,1,0,1,switch off the air_purifier,garage,evening,air_purifier,OFF
23.51,86.27,95.14,52.06,0,2,open,open,1874.16,0,1,1,stop the refrigerator,kitchen,morning,refrigerator,OFF
37.81,52.77,70.46,51.24,1,1,open,closed,1270.6,0,0,1,check the heater,office,afternoon,heater,ON
18.49,27.03,44.38,44.87,0,0,open,closed,1323.91,0,1,1,is the water_motor on,living_room,evening,water_motor,ON
16.43,50.55,58.37,10.84,0,1,open,closed,1860.45,0,0,1,deactivate the coffee_maker,balcony,night,coffee_maker,OFF
24.25,44.74,77.16,36.64,0,0,closed,closed,999.55,1,1,1,turn off the coffee_maker,balcony,evening,coffee_maker,OFF
36.36,48.38,10.6,49.26,1,3,open,open,712.93,0,1,1,activate the water_motor,bedroom,morning,water_motor,ON
39.18,75.09,74.03,13.06,0,0,closed,open,1491.29,1,1,0,activate the tv,garage,night,tv,ON
21.18,87.34,92.99,62.44,1,3,open,open,1328.79,0,0,1,close the dehumidifier,balcony,night,dehumidifier,OFF
32.86,47.95,10.85,12.17,1,1,closed,open,1161.77,1,1,0,stop the window,living_room,evening,window,OFF
39.36,26.16,37.71,73.5,0,2,open,closed,1770.42,1,1,1,is the tv off,garage,night,tv,OFF
28.92,75.96,22.09,73.98,1,0,closed,closed,678.56,0,1,1,what s up with the refrigerator,living_room,night,refrigerator,ON
31.9,85.54,52.72,10.89,1,0,closed,open,1312.79,1,1,0,open the light,garage,afternoon,light,ON
39.57,24.35,92.64,18.68,0,1,open,open,1585.7,1,1,0,turn on the ac,kitchen,evening,ac,ON
19.74,52.9,8.99,62.25,1,2,closed,closed,1783.91,1,0,1,switch on the air_purifier,bedroom,night,air_purifier,ON
38.04,78.42,81.67,27.71,0,2,open,open,827.11,1,1,0,activate the cctv_camera,living_room,morning,cctv_camera,ON
26.78,33.93,72.4,68.72,0,1,closed,open,660.7,0,0,0,activate the phone_charger,kitchen,night,phone_charger,ON
35.23,23.76,95.98,52.65,0,1,open,open,1107.83,1,0,0,status of the curtain,bathroom,morning,curtain,ON
34.15,61.06,78.55,53.5,1,3,open,open,1187.91,0,0,1,open the music_system,office,evening,music_system,ON
39.71,60.5,39.43,38.98,0,1,open,open,642.0,0,0,1,start the window,kitchen,evening,window,ON
22.08,82.24,69.63,73.57,0,2,closed,closed,965.86,0,1,1,stop the tv,bathroom,night,tv,OFF
30.77,37.43,47.09,44.22,1,2,closed,open,858.65,1,1,1,turn off the light,garage,night,light,OFF
15.13,23.12,71.15,19.49,1,3,closed,open,1971.1,1,1,1,stop the light,kitchen,evening,light,OFF
21.95,43.65,85.44,75.28,1,3,closed,closed,1202.25,1,1,0,open the coffee_maker,living_room,evening,coffee_maker,OFF
16.85,26.92,68.89,20.38,0,2,closed,closed,1296.21,1,1,0,activate the dehumidifier,office,night,dehumidifier,ON
32.56,48.3,98.69,54.96,0,3,closed,closed,542.43,1,0,1,start the light,kitchen,morning,light,ON
21.58,67.5,64.86,65.15,0,0,open,open,1963.78,0,1,0,deactivate the humidifier,bathroom,morning,humidifier,OFF
32.54,75.09,83.07,63.78,0,1,closed,open,1567.06,1,0,1,what s up with the curtain,living_room,night,curtain,ON
18.76,65.39,63.45,50.15,1,3,open,open,1411.88,0,1,0,check the geyser,office,afternoon,geyser,ON
39.99,23.64,57.66,75.93,1,1,open,closed,482.55,0,0,1,turn off the fan,garage,night,fan,OFF
18.25,78.46,41.35,13.17,1,1,closed,closed,975.05,0,1,0,deactivate the air_purifier,garage,evening,air_purifier,OFF
33.33,63.03,20.39,73.4,0,0,closed,open,1036.23,0,0,1,is the fan on,bathroom,night,fan,ON
39.6,28.94,67.23,65.18,0,1,closed,closed,1198.86,1,1,1,what s up with the music_system,bedroom,afternoon,music_system,ON
20.61,37.42,40.19,58.75,1,0,open,closed,1287.19,1,0,0,activate the door,bathroom,afternoon,door,ON
39.49,31.3,44.15,63.13,1,2,closed,closed,1183.46,0,0,1,deactivate the heater,bedroom,morning,heater,OFF
19.49,32.23,74.37,20.05,0,0,closed,open,1437.09,1,1,1,status of the music_system,office,morning,music_system,ON
24.13,89.68,47.98,41.74,0,2,closed,closed,1945.63,0,1,1,what s up with the water_motor,bathroom,evening,water_motor,ON
35.88,48.34,33.3,74.61,1,0,closed,open,452.69,1,0,1,switch off the refrigerator,office,morning,refrigerator,OFF
39.8,72.57,60.72,11.6,0,0,closed,open,1005.05,1,1,0,what s up with the music_system,living_room,night,music_system,ON
19.4,65.04,27.59,76.66,1,2,closed,open,1117.54,1,1,1,check the refrigerator,living_room,night,refrigerator,ON
39.73,25.44,58.71,44.54,0,1,open,open,1045.02,1,0,0,turn off the dehumidifier,balcony,night,dehumidifier,OFF
34.07,45.36,41.37,79.01,1,2,closed,closed,1077.89,1,0,1,check the water_motor,garage,afternoon,water_motor,ON
16.86,65.84,33.52,66.59,0,1,closed,closed,1966.89,1,1,1,is the door on,office,night,door,ON
34.45,72.59,10.89,16.65,1,1,closed,closed,1408.51,0,1,1,open the refrigerator,bathroom,night,refrigerator,ON
27.92,38.54,59.75,64.55,0,0,closed,closed,1796.38,0,1,1,deactivate the door,living_room,morning,door,OFF
23.43,39.86,28.88,38.84,1,2,open,open,1259.76,0,0,0,stop the light,balcony,night,light,OFF
36.83,73.69,69.25,57.88,0,1,closed,closed,419.45,1,0,1,status of the refrigerator,kitchen,morning,refrigerator,ON
33.15,45.03,46.1,51.72,0,1,closed,closed,841.53,0,0,0,check the tv,living_room,afternoon,tv,ON
32.65,50.69,91.04,37.05,0,3,open,open,927.4,1,0,1,switch on the curtain,living_room,afternoon,curtain,ON
20.92,47.95,49.45,55.28,0,2,closed,closed,849.3,1,0,1,turn off the coffee_maker,bedroom,evening,coffee_maker,OFF
24.05,86.03,64.94,23.44,1,2,closed,closed,947.84,0,0,1,status of the ac,bedroom,afternoon,ac,ON
35.73,24.6,58.85,64.39,0,2,open,open,1962.53,1,1,0,status of the ac,living_room,afternoon,ac,ON
18.51,41.06,24.51,23.31,0,0,open,open,751.02,0,0,1,turn off the coffee_maker,living_room,afternoon,coffee_maker,OFF
34.04,43.42,49.32,66.16,1,2,open,open,1088.86,0,1,1,turn off the humidifier,living_room,afternoon,humidifier,OFF
32.95,66.67,56.12,32.48,1,2,open,open,1889.49,0,1,1,is the geyser on,living_room,afternoon,geyser,ON
17.54,64.44,43.1,56.91,0,3,open,closed,903.25,1,1,1,switch on the cctv_camera,kitchen,night,cctv_camera,ON
33.83,78.37,83.67,20.23,1,2,open,open,1142.17,0,1,0,turn on the desk_lamp,bedroom,afternoon,desk_lamp,ON
37.71,68.98,84.68,55.66,1,2,open,closed,424.46,1,0,1,turn on the heater,balcony,evening,heater,ON
36.13,75.71,53.06,18.83,1,0,closed,closed,679.25,1,0,0,switch off the curtain,living_room,morning,curtain,OFF
19.02,73.35,10.11,60.49,0,0,closed,closed,1494.64,1,0,1,status of the ac,garage,evening,ac,ON
31.85,39.54,76.62,11.36,1,0,open,closed,1338.21,0,1,1,is the fan on,balcony,afternoon,fan,ON
26.04,52.6,76.48,73.76,1,2,open,closed,1673.55,1,1,0,start the desk_lamp,kitchen,night,desk_lamp,ON
17.9,23.14,51.31,56.15,0,1,open,closed,434.21,1,0,1,deactivate the desk_lamp,living_room,evening,desk_lamp,OFF
31.86,24.53,24.53,74.25,1,2,closed,open,910.42,0,0,1,stop the geyser,bathroom,evening,geyser,OFF
30.46,67.14,85.95,58.83,0,2,open,open,1528.99,1,1,0,is the air_purifier off,office,morning,air_purifier,OFF
24.02,69.73,54.49,34.82,1,0,closed,closed,1526.55,0,0,1,turn on the aquarium_pump,bedroom,morning,aquarium_pump,ON
38.85,84.76,94.82,40.68,0,1,open,closed,1262.11,1,1,0,start the music_system,bathroom,night,music_system,ON
35.44,26.05,22.07,52.29,1,2,closed,open,1401.54,0,0,0,what s up with the door,living_room,night,door,ON
23.93,36.21,39.92,52.69,0,3,open,closed,1129.91,0,0,0,is the window on,living_room,night,window,ON
23.79,40.33,52.28,54.96,0,0,open,closed,623.98,1,1,1,turn off the ac,living_room,evening,ac,OFF
31.36,56.4,12.0,60.21,0,0,closed,closed,601.29,1,0,0,turn on the desk_lamp,bedroom,afternoon,desk_lamp,ON
26.22,88.06,96.66,53.4,0,2,closed,closed,970.01,0,1,1,check the window,balcony,afternoon,window,ON
15.38,28.65,50.2,35.45,1,3,closed,closed,707.7,1,1,1,close the dehumidifier,kitchen,afternoon,dehumidifier,OFF
38.42,61.8,91.91,27.86,1,0,open,closed,944.07,1,1,0,start the door,bathroom,afternoon,door,ON
32.73,23.05,67.77,68.62,1,2,open,open,1258.86,1,0,1,what s up with the curtain,balcony,evening,curtain,ON
25.96,89.99,17.62,62.53,0,0,closed,open,1002.04,0,1,0,deactivate the air_purifier,garage,night,air_purifier,OFF
27.68,79.61,35.06,15.65,0,1,closed,open,612.08,0,1,1,switch on the desk_lamp,balcony,morning,desk_lamp,ON
15.69,64.79,40.54,32.54,1,1,closed,closed,1985.69,0,1,0,is the aquarium_pump on,bathroom,morning,aquarium_pump,ON
21.06,68.68,38.84,73.37,1,2,open,open,636.21,1,1,1,stop the window,bathroom,morning,window,OFF
18.5,33.79,96.68,14.35,0,2,open,open,1569.21,0,1,1,switch off the coffee_maker,balcony,evening,coffee_maker,OFF
21.53,42.6,50.1,31.04,1,1,open,open,401.32,1,0,0,turn on the dehumidifier,bedroom,afternoon,dehumidifier,ON
31.13,82.25,90.76,36.39,0,3,closed,closed,487.63,0,0,0,how s the window,kitchen,morning,window,ON
15.26,79.53,43.53,15.79,1,1,open,closed,841.16,1,0,0,switch on the dehumidifier,bathroom,morning,dehumidifier,ON
33.74,83.96,11.86,36.38,1,0,open,open,1656.88,1,1,1,is the refrigerator off,bedroom,afternoon,refrigerator,OFF
26.31,47.78,38.8,69.94,0,2,closed,open,1224.55,1,0,1,turn on the ac,bathroom,morning,ac,ON
39.77,85.43,93.84,75.66,0,1,open,open,885.57,1,1,0,is the cctv_camera off,office,night,cctv_camera,OFF
38.4,25.47,55.4,19.65,0,0,open,open,1602.05,1,1,1,switch on the curtain,office,morning,curtain,ON
37.11,31.4,69.46,44.12,0,1,open,closed,663.72,0,0,0,check the door,bathroom,evening,door,ON
16.55,60.08,74.25,76.55,1,2,open,closed,1830.18,1,1,0,is the ac off,garage,night,ac,OFF
18.89,74.55,91.41,33.18,1,3,closed,closed,1808.36,1,1,1,is the window on,balcony,night,window,ON
18.25,61.81,20.75,70.1,0,2,open,open,1423.16,1,1,1,is the curtain on,bedroom,afternoon,curtain,ON
21.26,82.74,67.27,25.39,1,2,closed,open,1286.02,1,0,1,status of the aquarium_pump,office,morning,aquarium_pump,ON
15.58,70.73,27.88,31.82,1,0,closed,open,1453.16,1,0,1,switch on the water_motor,balcony,morning,water_motor,ON
22.61,66.89,76.29,45.03,0,1,open,closed,671.02,1,0,0,deactivate the fan,balcony,evening,fan,OFF
27.03,48.77,39.4,44.77,1,1,open,open,1666.36,0,0,1,what s up with the coffee_maker,living_room,morning,coffee_maker,OFF
17.85,50.32,54.78,38.12,0,0,closed,open,717.98,0,0,0,turn off the aquarium_pump,balcony,evening,aquarium_pump,OFF
23.99,43.84,12.21,11.18,1,2,open,closed,1260.97,0,0,0,deactivate the door,balcony,evening,door,OFF
22.39,87.36,60.55,63.47,0,1,closed,closed,1746.13,1,0,0,deactivate the water_motor,office,afternoon,water_motor,OFF
25.22,62.68,74.52,63.82,1,1,closed,closed,888.28,0,0,1,check the water_motor,living_room,afternoon,water_motor,ON
31.64,36.07,39.42,68.23,0,2,closed,closed,1918.11,0,1,0,start the door,bedroom,afternoon,door,ON
34.71,23.05,68.19,71.05,1,3,closed,open,1583.35,0,0,1,close the ac,balcony,evening,ac,OFF
31.38,50.66,72.24,39.33,0,1,open,open,1192.6,0,0,1,close the air_purifier,bathroom,evening,air_purifier,OFF
34.48,51.23,90.91,43.73,0,0,closed,open,1678.63,0,1,0,deactivate the phone_charger,bedroom,morning,phone_charger,OFF
39.66,78.07,46.44,64.03,0,3,closed,closed,1020.97,0,1,1,turn on the music_system,office,afternoon,music_system,ON
33.12,62.4,73.2,46.44,1,1,open,closed,1427.27,0,1,0,deactivate the geyser,living_room,night,geyser,OFF
17.25,46.41,8.74,39.8,1,1,closed,open,1028.26,1,0,1,is the heater on,bathroom,evening,heater,ON
15.74,44.54,61.91,59.81,0,1,closed,open,687.7,1,1,1,is the phone_charger on,living_room,afternoon,phone_charger,ON
32.3,50.9,92.06,36.47,1,0,open,open,1590.7,0,1,0,switch on the humidifier,bedroom,afternoon,humidifier,ON
35.06,80.09,60.51,72.02,1,0,open,closed,1975.39,0,1,0,how s the air_purifier,garage,night,air_purifier,ON
16.95,76.33,47.08,43.43,0,1,open,open,1141.64,0,1,1,how s the humidifier,kitchen,morning,humidifier,ON
32.67,84.02,78.52,31.4,1,0,closed,closed,1974.71,0,0,1,deactivate the music_system,balcony,afternoon,music_system,OFF
32.79,45.94,72.56,18.89,1,3,open,closed,1299.91,0,0,0,status of the air_purifier,kitchen,afternoon,air_purifier,ON
35.06,36.65,32.58,24.36,1,3,open,open,623.19,0,0,1,stop the dehumidifier,balcony,evening,dehumidifier,OFF
23.59,79.58,93.03,58.26,0,1,open,open,1338.0,0,0,1,activate the door,living_room,night,door,ON
20.46,53.4,77.6,64.8,0,0,closed,open,1514.39,1,1,1,turn on the cctv_camera,bathroom,afternoon,cctv_camera,ON
36.41,57.78,51.49,67.3,1,3,closed,open,1082.62,1,0,1,what s up with the humidifier,bedroom,afternoon,humidifier,ON
30.7,59.85,68.11,14.31,1,3,open,closed,633.38,1,0,1,how s the refrigerator,balcony,evening,refrigerator,ON
17.77,21.58,31.92,56.99,0,3,closed,open,728.59,0,0,1,how s the ac,living_room,afternoon,ac,ON
33.14,34.1,53.86,36.94,0,0,open,open,858.87,1,1,1,is the air_purifier off,garage,night,air_purifier,OFF
15.88,87.29,9.29,64.78,0,2,open,open,1027.2,0,0,0,status of the humidifier,office,night,humidifier,ON
39.09,44.07,41.23,16.82,1,1,open,open,1385.94,1,1,1,turn on the heater,kitchen,night,heater,ON
30.71,25.38,50.88,47.87,0,0,closed,open,525.11,1,0,1,how s the refrigerator,kitchen,afternoon,refrigerator,ON
23.34,75.04,96.39,73.06,1,1,closed,closed,549.07,0,1,0,status of the refrigerator,garage,night,refrigerator,ON
24.3,57.94,25.8,17.13,1,2,closed,open,1292.15,1,1,0,what s up with the desk_lamp,kitchen,evening,desk_lamp,ON
17.64,39.51,75.88,74.4,1,2,closed,open,811.33,0,0,0,switch on the ac,kitchen,afternoon,ac,ON
15.71,38.21,35.69,32.43,1,1,open,open,1767.51,1,1,0,is the curtain on,kitchen,afternoon,curtain,ON
19.96,73.26,21.95,35.28,1,0,closed,open,1228.38,1,1,0,is the refrigerator on,living_room,night,refrigerator,ON
